
Joints
100
,,DanielDay01:World_Torso,,,,,,DanielDay01:Torso_Pelvis,,,DanielDay01:Pelvis_R.Thigh,,,DanielDay01:R.Thigh_R.Shank,,,DanielDay01:R.Shank_R.Foot,,,DanielDay01:Pelvis_L.Thigh,,,DanielDay01:L.Thigh_L.Shank,,,DanielDay01:L.Shank_L.Foot,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ
,,deg,deg,deg,mm,mm,mm,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg
468,0,30.5244,-8.91483,94.9711,62.4211,-1.93437,1525,-17.4915,-5.83638,12.1777,-12.9901,43.5958,-14.6187,8.60741,-34.1797,2.42981,-0.102951,-3.26465,7.16211,26.038,13.5807,-4.89077,-1.13379,39.6789,-6.69123,0.419129,-3.40902,-0.943657
469,0,30.4398,-8.51897,95.0344,62.0605,-17.3161,1523.98,-16.4928,-5.66486,11.453,-13.7482,42.4204,-14.45,9.20901,-34.418,3.08901,-0.431211,-4.56658,7.37623,24.3125,11.6144,-5.52308,-1.161,43.7798,-6.09471,0.0293511,-3.24673,-1.07296
470,0,30.2955,-8.06745,95.1398,61.4924,-31.6489,1523.27,-15.481,-5.35723,10.6212,-14.1758,40.86,-13.9392,9.69092,-34.3782,3.28189,-0.660112,-5.89188,7.40715,22.2965,9.99793,-6.33057,-1.09706,47.3278,-4.8377,-0.297629,-2.88517,-1.3621
471,0,30.1969,-7.64854,95.2444,61.0455,-45.2096,1522.64,-14.5541,-4.75478,10.0236,-14.3294,38.5276,-12.9199,9.97476,-33.7129,2.39878,-0.511322,-6.9088,7.20838,20.2966,8.71795,-7.29952,-1.05706,50.4555,-3.23003,-0.593034,-2.66782,-1.55975
472,0,30.143,-7.32863,95.3582,61.1293,-59.1332,1524.06,-13.7036,-4.39956,9.70651,-14.6829,35.9437,-11.4476,10.1157,-32.3594,0.590362,0.0974939,-7.25202,6.87242,18.6583,6.86401,-8.27069,-1.04751,53.5301,-1.99289,-0.787382,-2.4823,-1.6616
473,0,30.0329,-7.10457,95.5639,61.3553,-73.2328,1527.13,-12.9146,-4.1922,9.48643,-14.7924,33.2108,-9.98162,9.72736,-30.7637,-1.19677,0.641238,-7.28389,6.64481,16.9236,4.78138,-9.201,-0.87307,56.293,-1.02989,-0.946226,-2.29155,-1.7426
474,0,29.9288,-6.93986,95.7443,61.5131,-87.4224,1530.24,-12.1445,-3.89757,9.16439,-14.6227,30.6807,-8.66846,9.11512,-29.5433,-2.27268,0.747554,-7.28999,6.57777,14.8485,2.55167,-9.88791,-0.406241,58.757,-0.281037,-1.03438,-2.21023,-1.76854
475,0,29.832,-6.75634,95.919,61.6666,-101.597,1533.58,-11.3676,-3.58079,8.63161,-14.2314,28.3532,-7.41632,8.2966,-28.5921,-2.67218,0.392108,-7.30981,6.62501,12.4543,0.231366,-10.4206,0.337376,60.7749,0.3692,-1.07528,-2.12153,-1.81126
476,0,29.7267,-6.59626,96.1658,61.8126,-115.481,1537.3,-10.4555,-3.2897,7.94418,-13.6732,26.211,-6.13532,7.46489,-27.7558,-2.83865,-0.0650947,-7.36837,6.71877,9.86128,-2.20832,-10.742,1.13965,62.3423,0.816824,-1.24553,-2.01464,-1.80142
477,0,29.6189,-6.46378,96.4736,62.1226,-129.267,1541.56,-9.39952,-3.06359,7.18331,-13.075,24.0839,-4.91904,6.67586,-26.6366,-3.1506,-0.251447,-7.41136,6.70996,7.19039,-4.69685,-10.8707,2.23957,63.3504,1.3278,-1.11295,-1.94703,-1.76163
478,0,29.4839,-6.43295,96.8275,62.5683,-143.178,1546.48,-8.13979,-2.95941,6.45289,-12.5748,22.067,-4.1045,6.09042,-25.2037,-3.27083,-0.0947874,-7.3727,6.5785,4.60144,-7.18124,-10.9548,3.01569,63.8213,1.66869,-1.18324,-1.96163,-1.75733
479,0,29.388,-6.38479,97.1207,63.1255,-157.309,1551.62,-6.9389,-2.89639,5.74956,-12.2203,20.0159,-3.573,5.61629,-23.3767,-3.60066,0.445016,-7.17283,6.32687,2.26316,-9.81008,-10.6266,4.15556,63.8776,1.75092,-0.941988,-1.96222,-1.45393
480,0,29.2878,-6.40495,97.3934,63.8752,-171.621,1557.08,-5.58049,-2.91246,5.02936,-11.9305,18.1675,-3.14858,5.3152,-21.5335,-3.71399,1.05812,-6.88298,6.04546,0.0875895,-12.4357,-10.0694,4.90449,63.4194,1.4156,-1.00347,-1.97542,-1.41719
481,0,29.1949,-6.45014,97.6598,64.575,-185.849,1562.33,-4.16331,-2.92167,4.29901,-11.6349,16.3855,-2.81071,5.08494,-19.6542,-3.67889,1.66792,-6.57542,5.74324,-1.93527,-14.9687,-9.43612,5.63613,62.4965,1.14063,-0.882958,-1.99873,-1.22464
482,0,29.0728,-6.44412,97.8842,65.3112,-200.007,1567.42,-2.82683,-2.95928,3.55713,-11.3353,14.5319,-2.4765,4.85069,-17.6873,-3.70388,2.31985,-6.23995,5.45747,-3.77811,-17.3026,-8.80006,6.36512,61.1057,0.913975,-0.619008,-2.0548,-1.02718
483,0,28.9391,-6.45488,98.0691,66.025,-214.245,1572.31,-1.43251,-3.01385,2.7938,-10.9847,12.763,-1.8758,4.59434,-15.9095,-3.71658,2.76836,-5.88926,5.19707,-5.40951,-19.4335,-8.19985,6.72707,59.257,0.579225,-0.525855,-2.08748,-0.895643
484,0,28.793,-6.43406,98.2147,66.8403,-228.441,1576.97,-0.134453,-3.1237,2.01924,-10.627,11.0589,-0.993359,4.33315,-14.3101,-3.84461,3.00343,-5.53273,4.96693,-6.97817,-21.5249,-7.53624,7.2231,57.1344,0.0387305,-0.365664,-2.18327,-0.934754
485,0,28.6401,-6.41435,98.2782,67.6494,-242.876,1581.17,1.09406,-3.21266,1.24762,-10.2728,9.37648,0.20904,4.17565,-12.9293,-4.06938,3.03604,-5.21947,4.7648,-8.41019,-23.3073,-7.14618,7.54179,54.6171,-0.288971,-0.16486,-2.25741,-0.867634
486,0,28.4756,-6.37455,98.3105,68.5295,-257.289,1584.95,2.24796,-3.28894,0.501049,-9.90938,7.68731,1.55763,4.05554,-11.7081,-4.32815,2.89474,-4.92068,4.63783,-9.74981,-24.8328,-6.8576,7.74588,51.7796,-0.848248,-0.0500085,-2.34575,-0.797285
487,0,28.3228,-6.32439,98.2391,69.5364,-271.947,1588.27,3.2961,-3.31861,-0.226851,-9.55953,6.00602,2.83432,3.98738,-10.5658,-4.58589,2.6774,-4.62493,4.42516,-10.9364,-26.0815,-6.71459,7.76808,48.6358,-1.60354,0.0618939,-2.46446,-0.603982
488,0,28.1892,-6.25242,98.135,70.5373,-286.646,1591.04,4.24124,-3.33049,-0.918455,-9.24116,4.32666,4.05048,3.95787,-9.48449,-4.88679,2.50905,-4.30079,4.46128,-11.909,-27.0996,-6.9276,7.63957,45.2642,-2.31037,0.335016,-2.65353,-0.50212
489,0,28.0414,-6.19684,97.9917,71.6441,-301.383,1593.31,5.1436,-3.37654,-1.50812,-8.99309,2.74663,4.84691,3.96703,-8.43152,-4.99813,2.4262,-3.97581,4.47721,-12.6823,-27.9542,-7.28247,7.49857,41.729,-3.04172,0.696716,-2.83301,-0.265713
490,0,27.9086,-6.13727,97.7936,72.6927,-316.327,1595.03,5.96987,-3.43773,-2.10892,-8.76677,1.09312,5.84367,3.94751,-7.27377,-5.47328,2.38817,-3.69466,4.65511,-13.3087,-28.7344,-7.67294,7.24254,38.1163,-4.05706,0.863931,-3.03026,-0.175866
491,0,27.7764,-6.04708,97.5632,73.9962,-331.238,1596.13,6.72011,-3.52501,-2.66808,-8.58363,-0.455697,6.21973,3.94724,-6.08979,-5.48724,2.41418,-3.38742,4.8146,-13.7811,-29.3603,-8.16292,7.17784,34.3068,-4.54217,1.07118,-3.22343,-0.0890329
492,0,27.6367,-5.99112,97.3096,75.2371,-346.279,1596.68,7.4861,-3.64272,-3.18343,-8.43463,-2.03822,6.8667,3.96458,-4.91633,-5.80927,2.4359,-3.20601,4.79211,-13.9925,-29.8818,-8.99531,6.99933,30.3935,-4.22428,1.08703,-3.39342,-0.0549186
493,0,27.5099,-5.924,97.0501,76.5755,-361.368,1596.67,8.21142,-3.80576,-3.68314,-8.33851,-3.49988,7.38647,4.02158,-3.8699,-5.90863,2.32098,-3.06063,5.12931,-13.9367,-30.2991,-10.1794,6.67804,26.3769,-3.27676,0.985458,-3.45714,-0.00094992
494,0,27.375,-5.87593,96.7838,77.9973,-376.592,1596.17,8.92074,-4.00283,-4.1542,-8.24749,-4.90426,7.97205,4.11952,-2.93901,-6.00822,2.12801,-3.05703,5.46226,-13.7228,-30.6214,-11.4188,6.35421,22.2504,-1.96555,0.982849,-3.42857,-0.0999952
495,0,27.2571,-5.82291,96.4916,79.4406,-391.996,1595.08,9.53794,-4.23602,-4.62934,-8.16695,-6.22558,8.67509,4.15605,-2.19541,-5.99587,1.64258,-3.12349,6.00702,-13.3891,-30.9796,-12.5899,5.97091,18.2017,-0.591561,1.08771,-3.3277,0.0256342
496,0,27.1166,-5.77769,96.1864,80.9608,-407.444,1593.52,10.1102,-4.49247,-5.07389,-8.09914,-7.53382,9.50584,4.25431,-1.56294,-6.17594,1.17681,-3.29427,6.48038,-12.952,-31.2921,-13.7244,5.51728,14.2562,0.947534,1.24812,-3.18869,0.0789361
497,0,26.9737,-5.7357,95.87,82.4718,-423.052,1591.47,10.5843,-4.77805,-5.4951,-8.05704,-8.86367,10.4543,4.33719,-0.977532,-6.36503,0.519184,-3.54139,7.08479,-12.4608,-31.6133,-14.9195,5.00103,10.5397,2.48528,1.24544,-3.02102,0.0784705
498,0,26.8544,-5.6709,95.5723,84.1373,-438.684,1588.95,11.0284,-5.06009,-5.93211,-8.06052,-10.206,11.4603,4.41399,-0.433401,-6.5834,-0.289456,-3.77921,7.80572,-11.9759,-31.9741,-16.0167,4.52441,7.09809,3.90299,1.17501,-2.78896,0.0304665
499,0,26.7604,-5.57552,95.212,85.8352,-454.389,1585.97,11.3154,-5.37586,-6.38788,-8.13496,-11.482,12.4193,4.52179,0.0888048,-6.87844,-1.09136,-4.037,8.48105,-11.4852,-32.5068,-17.1254,4.08408,4.13534,5.21834,1.03146,-2.52454,-0.132977
500,0,26.6988,-5.45731,94.8598,87.7397,-470.202,1582.84,11.5314,-5.73624,-6.88637,-8.2193,-12.6301,13.1328,4.60365,0.640909,-7.03465,-1.94094,-4.27985,9.2012,-11.0514,-33.2982,-18.0206,3.63083,1.7289,6.4211,0.947033,-2.32057,-0.196229
501,0,26.6557,-5.34081,94.5428,89.5745,-486.201,1579.72,11.753,-6.11156,-7.40305,-8.24687,-13.624,13.5836,4.74157,1.17234,-7.39982,-2.33134,-4.56348,9.73645,-10.8116,-34.3184,-18.2445,3.20653,-0.169258,7.22358,0.929425,-2.17195,-0.196807
502,0,26.6472,-5.18868,94.1558,91.6273,-502.454,1576.69,11.8981,-6.50016,-8.00059,-8.14911,-14.4511,13.615,4.80155,1.69108,-7.44388,-2.60649,-4.79571,10.0144,-10.9404,-35.729,-17.4757,2.85694,-1.34257,7.42225,0.960518,-2.09742,-0.0914097
503,0,26.6869,-5.05329,93.7366,93.6937,-519.041,1573.71,11.9354,-6.848,-8.60394,-7.89587,-15.0743,13.3225,4.76788,2.06648,-7.53853,-2.56269,-5.01033,10.1314,-11.422,-37.464,-16.1573,2.67968,-1.5988,7.28371,1.04316,-2.22324,0.0362792
504,0,26.7515,-4.90645,93.3041,95.847,-535.75,1570.66,12.0665,-7.03402,-9.19915,-7.45483,-15.7565,12.8053,4.62449,2.24557,-7.12428,-2.69836,-5.11174,10.2605,-11.9458,-38.9744,-14.7682,2.687,-1.29836,6.89262,1.01692,-2.34964,0.0378048
505,0,26.8259,-4.80523,92.9189,98.0691,-552.846,1567.59,12.4129,-6.98908,-9.74051,-6.74988,-16.5421,12.2736,4.47405,2.20134,-6.97191,-2.47011,-5.22535,10.1364,-12.5084,-39.9582,-13.0958,2.74455,-0.925722,6.41534,1.02212,-2.53525,0.103405
506,0,26.8934,-4.70646,92.4924,100.34,-570.031,1564.44,12.7553,-6.81802,-10.1865,-5.97312,-17.3487,11.8532,4.32336,1.77933,-6.94954,-2.20291,-5.28979,9.91189,-13.0242,-40.4219,-11.1682,2.77659,-0.598975,5.85922,1.04256,-2.74209,0.181476
507,0,26.9692,-4.59372,92.0659,102.619,-587.463,1561.02,13.0125,-6.61828,-10.5373,-5.32701,-18.1178,11.5172,4.2852,1.03397,-6.82114,-2.12984,-5.24423,9.61462,-13.401,-40.5105,-9.17445,2.69479,-0.274813,5.13939,1.00834,-2.88462,0.147653
508,0,27.1121,-4.48631,91.722,105.077,-605.085,1557.45,13.2096,-6.28744,-10.8074,-4.70605,-18.8097,11.1038,4.27721,0.0210169,-6.8953,-1.91017,-5.01195,9.11221,-13.5841,-40.0659,-7.66733,2.44027,-0.0325574,4.64861,0.737287,-3.54412,-0.105509
509,0,27.3127,-4.32288,91.3756,107.785,-622.754,1553.65,13.274,-5.87745,-11.0339,-4.19031,-19.4119,10.5543,4.34603,-1.19486,-7.06421,-1.57117,-4.62199,8.38691,-13.4344,-39.1229,-6.9552,1.98818,0.170578,4.90213,0.40318,-4.53083,-0.989599
510,0,27.5301,-4.15638,91.1137,110.659,-640.635,1550.21,13.3058,-5.44917,-11.1613,-3.61621,-19.7949,9.58862,4.33768,-2.59097,-7.31722,-0.9537,-3.99685,7.4661,-12.8994,-37.705,-7.22921,1.37868,-0.103072,5.90843,0.155897,-4.87269,-1.34839
511,0,27.8169,-3.92773,90.8173,113.676,-658.557,1547.12,12.9909,-5.14587,-11.2879,-3.11682,-19.6265,8.09183,4.39238,-4.21982,-7.53679,0.0761416,-3.07436,6.43478,-12.2463,-36.4851,-8.03789,0.747421,-0.0123562,6.93536,-0.0198296,-5.35921,-1.58559
512,0,28.1576,-3.63569,90.5,116.813,-676.59,1545.35,12.2384,-5.03856,-11.4817,-2.55597,-18.6658,6.02451,4.46095,-6.24345,-7.58104,1.46031,-1.80547,5.3298,-11.807,-35.8121,-9.08529,0.259778,0.781924,7.69605,-0.220294,-5.44943,-1.93115
513,0,28.5531,-3.32174,90.1093,119.736,-694.954,1544.62,11.0682,-4.92395,-11.7553,-1.84061,-17.1358,3.5889,4.52541,-8.74859,-7.31735,2.7597,-0.129842,4.25168,-11.6712,-35.2435,-10.581,0.145851,1.78401,8.73361,-0.290111,-5.66066,-2.1106
514,0,29.0055,-3.03285,89.7847,122.433,-713.061,1544.34,9.54325,-4.72232,-11.9144,-1.14521,-15.1971,1.09157,4.63183,-11.8202,-7.17224,4.06778,1.96077,3.36549,-11.8909,-35.0286,-11.8919,0.298356,3.4509,9.19415,-0.318354,-5.73844,-2.25268
515,0,29.4782,-2.73894,89.5439,125.014,-730.907,1544.31,7.99468,-4.36313,-12.0215,-0.462897,-13.0199,-1.20208,4.96514,-15.4741,-6.97999,5.01751,4.30607,2.1538,-12.3247,-34.721,-12.4674,0.432091,5.1026,8.99871,-0.206625,-5.81751,-2.31433
516,0,29.8902,-2.43099,89.3927,127.376,-748.306,1544.71,6.78304,-3.74397,-12.1211,0.298575,-10.9516,-2.90952,5.56848,-19.6803,-6.69496,5.38584,6.71648,1.26266,-12.7691,-33.8071,-12.2912,0.402307,6.28438,8.35396,-0.133056,-5.935,-2.33321
517,0,30.3066,-2.12761,89.2347,129.606,-765.695,1544.97,5.65931,-2.94128,-12.1786,0.928749,-8.92711,-4.05246,6.4781,-24.273,-6.50788,5.37636,9.21706,1.02052,-13.2367,-32.4547,-11.5865,0.351281,7.00041,7.48648,-0.0731402,-6.04521,-2.31175
518,0,30.6332,-1.84181,89.2399,131.724,-782.077,1545.31,4.63703,-2.17938,-12.0485,1.26412,-6.99772,-4.69749,7.57961,-28.8534,-6.83843,5.20664,11.3861,0.285158,-13.676,-30.8882,-10.6849,0.434968,7.43895,6.38248,-0.0390118,-6.08764,-2.29549
519,0,30.9197,-1.58692,89.1965,133.66,-798.528,1545.81,3.47712,-1.56657,-11.7573,1.23815,-5.029,-4.9954,8.74848,-33.307,-7.3953,4.94372,12.9427,-0.0183195,-13.8478,-29.284,-10.2483,0.510535,7.80386,5.54815,-0.00484366,-6.08102,-2.31601
520,0,31.124,-1.36876,89.2271,135.271,-814.698,1546.56,2.40877,-0.98093,-11.3052,1.02749,-3.44123,-4.95111,9.64075,-37.2044,-8.05112,4.46189,14.4328,-0.144252,-13.8052,-27.3142,-10.1075,0.539536,7.81012,4.88116,-0.0437144,-6.05886,-2.46248
521,0,31.234,-1.22666,89.3017,136.824,-830.589,1547.83,1.43249,-0.582129,-10.6613,0.587192,-1.90351,-4.74969,10.387,-40.4671,-8.64527,3.79354,16.0783,0.256552,-13.4887,-25.2508,-10.7042,0.592789,7.69207,4.91663,-0.078902,-5.95562,-2.62134
522,0,31.2882,-1.11073,89.3772,138.251,-846.59,1549.82,0.455785,-0.44472,-9.95054,-0.126203,-0.290649,-4.27069,11.234,-43.5296,-9.5887,3.36826,16.2205,0.37331,-12.9665,-23.3251,-11.7423,0.610647,7.54609,5.17526,-0.174437,-5.72282,-2.99621
523,0,31.304,-1.00592,89.4929,139.711,-862.3,1552.11,-0.455792,-0.482208,-9.20207,-0.999819,1.36409,-3.75894,11.8913,-46.2504,-10.0538,2.66078,15.0949,0.754537,-12.3949,-21.7068,-12.923,0.681888,7.71734,5.49353,-0.164369,-5.367,-3.53255
524,0,31.2635,-0.876526,89.4739,141.006,-877.595,1554.41,-1.41925,-0.549804,-8.44598,-1.90783,2.99295,-3.36758,12.5163,-48.5045,-10.3039,2.2061,13.5379,1.73914,-11.8432,-20.1578,-13.8643,0.907769,7.98393,5.70102,-0.0870989,-4.97619,-4.13312
525,0,31.1894,-0.828289,89.4469,142.24,-892.736,1556.5,-2.22648,-0.516358,-7.51568,-2.77147,4.38709,-3.07258,12.8186,-50.3242,-10.1667,1.3522,11.9318,2.49226,-11.2064,-18.409,-14.591,1.14476,8.19154,5.81785,-0.176527,-4.45153,-4.57388
526,0,31.0609,-0.796445,89.3998,143.262,-907.514,1558.65,-2.95995,-0.469265,-6.51439,-3.62305,5.72585,-3.16384,13.9548,-51.2607,-10.7419,1.71217,10.3341,2.55754,-10.5279,-16.6857,-14.8687,1.4019,8.45211,5.81763,-0.137699,-3.93268,-4.84847
527,0,30.9262,-0.77008,89.3187,144.113,-922.255,1560.72,-3.6848,-0.392485,-5.51076,-4.38159,7.00111,-3.43138,14.7412,-51.8307,-10.9709,1.69116,8.94461,2.35291,-9.84672,-15.0464,-14.6957,1.70431,8.75951,5.57792,0.0339853,-3.40313,-4.89335
528,0,30.7415,-0.750107,89.1226,144.761,-937.001,1562.62,-4.37594,-0.262253,-4.52788,-5.01856,8.18462,-3.77138,15.5511,-52.0151,-11.2435,1.80012,7.71904,2.04218,-9.0843,-13.2692,-14.3035,1.88089,8.9385,5.22336,0.117795,-2.93696,-5.00415
529,0,30.5128,-0.721881,88.9267,145.213,-951.685,1564.57,-5.00571,-0.17944,-3.5879,-5.57737,9.29568,-4.08117,16.075,-51.8885,-11.3351,1.82189,6.55141,1.81295,-8.27057,-11.5113,-13.5188,2.00684,8.96142,4.60938,0.222012,-2.48845,-5.03143
530,0,30.3007,-0.64485,88.7731,145.869,-966.315,1566.48,-5.62058,-0.195388,-2.7579,-6.17856,10.5628,-4.58074,16.6873,-51.4238,-11.25,1.99171,5.41593,1.75186,-7.39384,-9.97638,-12.6629,2.05653,9.05997,3.94184,0.342786,-1.99229,-4.99601
531,0,30.1195,-0.538052,88.6322,146.58,-981.043,1568.17,-6.23532,-0.233558,-2.02298,-6.69778,11.7869,-4.98058,16.9172,-50.72,-11.1338,2.01321,4.44563,1.42178,-6.43943,-8.46058,-11.9598,1.95951,9.07744,3.20914,0.358652,-1.53874,-4.94854
532,0,29.9766,-0.432841,88.5844,147.094,-995.45,1569.44,-6.80861,-0.242265,-1.3028,-7.20106,13.0171,-5.61227,17.0145,-49.7226,-10.7212,2.02033,3.43493,1.6965,-5.43954,-6.9654,-11.2252,1.82526,9.00679,2.48714,0.450023,-1.08729,-4.8588
533,0,29.8766,-0.338476,88.5244,147.585,-1010.14,1570.32,-7.34674,-0.24522,-0.682516,-7.67638,14.3139,-6.32088,17.0769,-48.5048,-10.1396,1.98846,2.43045,1.93452,-4.4529,-5.48478,-10.5587,1.6423,8.81606,1.74519,0.48725,-0.664325,-4.75008
534,0,29.7748,-0.247611,88.4887,148.072,-1024.61,1570.93,-7.77525,-0.222877,-0.136607,-8.1095,15.5618,-7.00143,17.056,-47.0344,-9.46829,1.95345,1.5364,2.10016,-3.50902,-3.86839,-10.0064,1.43421,8.42674,1.19632,0.539621,-0.337423,-4.83055
535,0,29.738,-0.128142,88.5333,148.571,-1038.8,1571.31,-8.19305,-0.202406,0.276613,-8.50451,16.9853,-7.87314,16.8917,-45.4733,-8.41718,1.63255,0.851634,2.23981,-2.63923,-2.37062,-9.62811,1.22284,8.03056,0.737594,0.64415,-0.0932527,-4.98392
536,0,29.7278,-0.0337726,88.4403,149.017,-1053.58,1571.53,-8.68019,-0.174401,0.562469,-8.83983,18.4403,-8.59329,16.683,-43.7138,-7.44282,1.48931,0.301252,2.47963,-1.87962,-0.925433,-9.26266,1.03912,7.50372,0.48606,0.825136,0.168184,-4.69643
537,0,29.7391,0.0779927,88.4844,149.4,-1067.94,1571.63,-9.06326,-0.193551,0.750988,-9.14898,19.9085,-9.16364,16.2257,-41.801,-6.50219,1.19849,0.0314773,2.755,-1.19182,0.463774,-9.23202,0.805539,7.01493,0.390463,0.916983,0.383975,-4.56624
538,0,29.7669,0.174729,88.5111,149.751,-1082.56,1571.73,-9.48164,-0.296892,0.853018,-9.47607,21.5028,-9.69675,15.7309,-39.7701,-5.37288,0.990398,-0.00530811,3.12753,-0.587528,1.59387,-9.2058,0.664134,6.65155,0.296542,1.11194,0.66938,-4.23414
539,0,29.8023,0.269563,88.5514,150.114,-1097.24,1571.56,-9.88366,-0.41812,0.911602,-9.80587,23.027,-10.1522,15.165,-37.4791,-4.46926,0.917261,0.109392,3.51657,-0.0100951,2.74734,-9.48994,0.444357,6.3054,0.448745,1.24594,0.979522,-4.0495
540,0,29.8246,0.362961,88.5135,150.292,-1112.03,1571.36,-10.3403,-0.558675,0.862835,-10.0485,24.519,-10.4832,14.3239,-35.1114,-3.29746,0.658055,0.456645,3.60459,0.447716,3.81081,-9.80419,0.236093,5.96324,0.696605,1.37005,1.24338,-3.77443
541,0,29.8828,0.452582,88.6102,150.526,-1126.6,1570.75,-10.6638,-0.633765,0.765367,-10.1939,25.8222,-10.8187,13.4011,-32.4033,-2.38241,0.606231,0.956975,3.8668,0.797448,4.90451,-10.171,0.0161054,5.66359,0.971483,1.42026,1.42581,-3.70731
542,0,29.9182,0.539661,88.6422,150.679,-1141.45,1570.21,-11.035,-0.733209,0.599799,-10.2516,27.003,-10.989,12.3348,-29.4797,-1.74725,0.661187,1.70082,4.15351,1.06607,5.9441,-10.3755,-0.129032,5.30042,1.10705,1.485,1.57023,-3.44268
543,0,30.0089,0.662502,88.5844,150.759,-1156.35,1569.4,-11.5498,-0.774399,0.29402,-10.2005,28.1069,-11.1715,11.0067,-26.2592,-1.1591,0.821005,2.23251,3.47702,1.25681,6.74152,-10.3774,-0.203045,5.06921,1.04041,1.64382,1.6817,-3.23018
544,0,30.0971,0.773406,88.5899,150.807,-1171.28,1568.5,-11.9839,-0.840171,-0.0834433,-10.061,29.025,-11.2843,9.47244,-22.7293,-0.60213,1.00195,2.90665,2.90583,1.37774,7.47851,-10.2057,-0.251832,4.78068,0.857191,1.82119,1.7381,-3.15253
545,0,30.1946,0.867595,88.7734,150.804,-1186.15,1567.53,-12.2162,-0.949581,-0.477987,-9.87226,29.7733,-11.1313,7.78395,-19.0218,-0.163324,1.30693,3.5171,2.38782,1.50269,8.17885,-9.9404,-0.314858,4.43373,0.575954,2.00494,1.7859,-2.95984
546,0,30.29,0.969578,88.9603,150.676,-1201.05,1566.41,-12.4285,-1.07399,-0.979774,-9.62497,30.435,-10.9711,5.94751,-15.1237,0.29798,1.6279,4.1881,2.11567,1.54702,8.84875,-9.81316,-0.415029,4.08897,0.452642,2.21246,1.83804,-2.71518
547,0,30.3757,1.0472,89.1264,150.477,-1216.29,1565.14,-12.6164,-1.26201,-1.52566,-9.41967,31.1447,-10.7414,4.30306,-11.1986,0.397117,2.42071,4.69538,1.60202,1.56088,9.52704,-9.60041,-0.50877,3.59815,0.116859,2.27666,1.86825,-2.80968
548,0,30.4847,1.11453,89.4412,150.267,-1231.33,1563.67,-12.6803,-1.47018,-2.14398,-9.18419,31.9433,-10.5869,2.64155,-7.23451,-0.193521,3.47016,4.9352,-0.149206,1.43314,10.0933,-9.68433,-0.577144,3.27187,0.0500555,2.37883,1.96002,-2.48062
549,0,30.5822,1.18339,89.7945,150.01,-1246.56,1562.16,-12.6175,-1.74328,-2.87235,-8.91522,32.882,-10.0499,1.19564,-3.78871,-0.326278,4.14781,4.91681,-1.65349,1.20301,10.625,-9.78891,-0.607662,2.89822,0.171834,2.56594,2.02084,-2.19362
550,0,30.6088,1.27742,90.091,149.676,-1261.75,1560.57,-12.603,-2.12065,-3.6342,-8.65898,33.8505,-9.31393,-0.279393,-0.63611,-0.465431,4.48964,4.64589,-2.75309,0.969355,11.1435,-9.90687,-0.620483,2.4886,0.315556,2.71966,2.18641,-1.91905
551,0,30.6855,1.31626,90.4699,149.207,-1277.01,1558.85,-12.5302,-2.46532,-4.36287,-8.3037,34.8223,-8.09101,-1.48718,2.08221,0.00560129,4.33919,4.25348,-3.07422,0.691668,11.4348,-9.92811,-0.556445,2.35878,0.133925,2.77032,2.30133,-1.8163
552,0,30.6861,1.37902,90.8258,148.727,-1292.46,1557.19,-12.4972,-2.91632,-5.05238,-7.94644,35.5095,-6.50143,-2.62873,4.76377,-0.768314,4.14603,3.82261,-3.32899,0.523817,11.7851,-9.73654,-0.44971,2.06645,-0.00267624,2.96848,2.45442,-1.5214
553,0,30.7052,1.47987,91.1474,148.023,-1307.76,1555.04,-12.5984,-3.24991,-5.78229,-7.59168,36.1965,-5.32251,-3.70384,7.22886,-2.14477,4.4581,2.88494,-3.27563,0.290384,12.0988,-9.56425,-0.263668,1.96856,-0.36387,3.08709,2.58101,-1.20051
554,0,30.6638,1.58061,91.4374,147.335,-1323.33,1552.93,-12.9188,-3.55042,-6.15951,-7.40219,36.6434,-4.77617,-4.7388,8.94191,-4.07942,4.72638,2.33695,-5.52235,0.406608,12.7279,-9.42891,-0.046531,1.83598,-0.73518,3.2356,2.68776,-1.26213
555,0,30.5685,1.68379,91.8005,146.494,-1338.61,1550.85,-13.4415,-3.74297,-6.1264,-7.57229,37.0516,-5.35332,-5.42374,9.72044,-6.01092,5.2731,1.51367,-7.79892,0.889531,13.7282,-9.55107,0.107345,1.75983,-1.00125,3.28533,2.76019,-1.0015
556,0,30.4391,1.76301,92.0157,145.555,-1354.34,1548.56,-14.1341,-3.8499,-5.72943,-8.03728,37.3299,-6.22366,-5.50819,9.38229,-7.42879,5.59427,0.830961,-9.41442,1.75465,15.0847,-9.77951,0.187621,1.64264,-1.0311,3.35965,2.83687,-0.819345
557,0,30.2361,1.86031,92.232,144.534,-1369.84,1546.44,-14.7883,-4.04149,-5.21982,-8.70869,37.6642,-7.14043,-4.98008,8.16553,-7.91692,5.82695,0.40484,-8.679,2.81945,16.4355,-10.0292,0.164017,1.67727,-1.03475,3.36854,2.94478,-0.56823
