GRF Observations - Ctrl,GRF Observations - Post
48.85124,54.22829
54.22827,55.12425
55.12423,64.51695
64.51698,62.60814
129.5526,79.7793
79.77937,75.99292
143.6169,82.51706
75.99318,76.77185
76.772,81.5209
138.4641,90.16508
90.16515,94.37143
94.37153,89.31387
89.31393,90.53587
167.8395,85.60606
90.53607,83.74696
83.74708,81.22435
81.22433,80.21104
80.21105,79.13248
79.13246,76.19172
76.19172,75.51521
75.51518,72.85552
72.85552,73.37974
73.37971,70.78139
70.78138,71.84681
71.84679,69.35043
69.35043,70.85821
167.0973,66.82756
70.85822,69.3194
69.31939,68.74905
68.749,71.67312
71.67309,73.76087
73.76077,75.58722
161.715,75.6677
75.58705,77.11183
77.11172,78.41695
78.41682,78.64119
158.3969,78.97781
78.64097,78.21326
78.21313,78.46025
78.46014,76.5416
154.1284,77.10858
76.5414,75.07512
75.075,75.85754
153.2236,74.16726
75.85729,75.95613
148.9078,74.13591
75.95578,76.45065
76.45054,74.91266
146.4119,79.47234
79.47219,78.4967
78.4965,81.83486
81.83463,79.69595
79.6956,81.9043
63.8092,111.9195
111.9191,114.4605
114.4605,112.1244
112.124,114.4567
114.4571,113.0489
113.0488,115.2212
115.2218,114.0789
114.0789,114.9911
81.89479,81.76753
81.76655,89.28237
89.271,126.77
126.7758,195.8492
106.0865,238.2314
238.2229,155.1144
155.0874,153.3647
153.3472,162.6821
162.6765,145.2459
145.2382,116.6716
116.67,107.2864
3088.276,59.31332
59.315,68.99178
68.99326,72.16753
72.16895,69.97816
69.97912,64.86925
64.86973,58.09787
153.0001,59.32788
179.0151,70.27316
274.2697,76.48041
76.48038,79.61073
79.61063,76.29435
76.29425,79.94104
79.94099,79.57829
79.57825,83.46667
83.46667,84.51495
84.51495,87.7018
87.70184,88.62883
88.62885,90.68802
90.68809,90.59657
90.5966,91.64207
91.64214,90.57919
90.57922,90.72667
90.72674,88.73387
88.73389,88.04547
88.04552,85.50111
85.50111,84.1141
84.11413,81.76519
81.7652,79.91426
79.91428,77.58669
77.58669,75.29924
75.29925,72.72423
72.72422,70.25735
70.25735,68.6921
68.69207,66.54615
66.54615,67.43665
417.1027,65.40826
135.2061,64.7187
64.71865,65.29198
65.29207,70.82703
70.82694,70.17478
70.17499,78.0804
78.08033,75.33556
75.33575,82.3026
82.30251,78.28952
78.28968,82.56077
82.56065,77.88686
77.88704,80.09938
80.0992,75.93716
75.93743,77.22437
77.22412,74.20348
74.20387,75.43403
75.43373,73.2851
73.28562,75.01965
75.01933,73.12529
73.12592,74.93825
74.93793,72.99081
72.99152,74.82535
74.82506,73.22495
73.22574,76.07394
76.07367,73.99164
73.9926,76.49245
76.49215,74.45889
168.2786,89.80824
89.80824,87.22833
87.23036,86.98383
187.0674,126.9217
197.7691,97.98129
87.3228,86.21017
74.76776,97.25945
1167.363,130.5547
0,136.6614
136.6545,110.2035
108.2619,111.1304
110.1974,102.5367
102.5365,81.8553
81.85534,76.8265
127.5815,79.12623
79.12628,72.69747
173.3491,65.06141
72.69762,60.14579
60.1459,59.42831
59.42839,57.92277
57.92283,61.01033
61.01041,59.21945
59.21954,64.06628
64.06637,61.92212
61.92222,68.48224
68.48229,65.87276
65.87283,71.49832
127.3854,76.49683
76.49687,80.93702
80.93704,76.74868
76.7487,79.01065
79.01069,74.91782
74.91784,75.33382
139.9025,82.22775
167.2667,79.35384
82.22778,76.02194
76.02193,73.95417
73.9542,74.03135
74.03134,74.66349
74.66352,74.80962
74.80961,75.74035
75.74037,76.64048
76.64047,76.74092
76.74094,77.75542
77.75542,75.90069
75.9007,76.76759
76.76759,73.40829
73.40826,74.31667
74.31666,70.87316
70.87304,72.14902
167.2547,67.95516
72.14877,70.12967
70.12946,70.04199
70.04172,72.50082
72.50063,75.1758
75.17549,76.44574
161.5971,77.6754
76.44526,78.52931
78.52909,80.61586
80.61566,79.96127
157.2593,80.9696
79.96098,79.321
79.32087,79.76408
154.053,77.71351
79.76382,78.75703
78.7569,75.9138
152.436,77.31912
77.31904,75.20964
75.91363,76.67262
147.1606,74.89641
74.89632,78.39098
78.39095,76.73772
76.73762,79.86847
79.86855,77.71745
77.71744,80.15377
57.91635,109.229
109.2292,112.0215
112.0226,109.5706
109.5711,112.6998
112.7015,110.3425
110.3431,113.6975
113.6989,111.5518
111.552,112.3865
257.099,91.45509
80.15337,80.10487
80.08198,103.7629
103.7489,197.0484
109.8401,261.658
261.6394,150.669
150.5988,138.3811
138.3379,157.8447
157.8335,136.3157
136.3007,108.125
108.1214,96.41689
96.41627,98.40438
3117.417,49.33348
49.33602,62.78154
62.78237,68.77322
68.77314,74.67308
136.1494,93.25367
93.25359,86.45691
329.9992,95.12173
95.12163,93.52312
93.52318,92.90981
92.90978,88.18993
88.18964,88.30421
88.30402,84.15349
84.15331,84.25166
84.25156,81.58568
81.58564,82.54314
82.54313,82.50056
82.50058,83.40688
83.40693,85.059
85.05907,85.50501
85.50513,88.29462
88.2948,87.88715
87.88737,90.54488
90.54517,89.04823
89.04858,90.67841
90.67886,88.14326
88.14381,88.76513
88.76582,85.61113
85.6119,85.45322
85.45412,81.98798
81.98895,81.38972
81.39079,77.95525
77.95637,77.30079
77.30188,74.12778
74.12888,73.45219
73.45313,70.61209
70.61299,69.88297
69.88361,67.5208
67.52139,66.27105
66.27132,64.44234
64.44259,62.18537
62.18539,60.97159
60.97162,58.22555
58.22557,57.81344
57.81347,55.19518
55.19544,55.64746
55.64764,53.36091
53.36141,54.60686
54.60704,52.49115
52.49142,54.4793
54.47887,51.86361
51.86269,54.7352
54.73329,50.61984
50.61689,54.55151
54.5477,47.84069
256.9356,42.4297
1278.806,63.64578
63.29812,91.67435
3079.201,96.87397
15.99431,187.5609
102.0707,184.9194
184.9145,134.0583
2.572959,188.8934
2323.86,164.1876
162.6768,236.2229
192.0118,231.0977
212.9855,176.3484
176.3477,132.7281
146.1564,131.9386
146.6569,114.686
147.4542,108.9622
108.9625,88.45712
378.4174,106.2046
2.32565,97.16638
97.1667,95.64671
511.3756,88.63065
98.51247,94.68658
94.68624,98.19212
98.193,89.94167
89.9427,100.2487
100.2511,103.0929
296.3202,157.4907
157.5007,167.943
1.777455,134.8548
134.8646,142.1478
142.158,137.2952
137.302,131.5307
131.5395,124.4975
124.5047,124.0293
124.0395,120.3792
120.3877,125.4639
125.4754,121.391
121.4012,128.84
128.8517,125.6176
125.6287,134.7444
134.7544,132.4568
132.4672,140.9625
140.9694,139.4199
139.4279,146.6115
146.6147,144.2004
144.204,148.9482
148.9483,145.5762
145.5756,148.9302
283.1752,193.4676
0,189.8898
189.8853,185.9834
185.9744,187.0753
0,183.6446
183.6358,193.6619
193.6691,187.2624
187.2458,196.197
196.1871,192.1976
192.1742,201.8853
201.8739,197.3944
197.3809,205.1206
205.1148,201.2843
201.2788,207.1528
207.1507,203.2532
203.2519,205.9448
305.6911,303.8701
303.8701,302.8889
302.8889,297.8862
297.8862,291.0173
291.0173,285.6776
697.9701,273.8088
273.8088,269.2763
269.2763,249.1872
4365.296,163.4495
163.4495,143.7477
143.7477,142.1512
142.1512,115.6091
115.6091,117.4344
117.4344,87.95831
87.95831,95.95835
95.95835,58.77303
244.0815,54.44444
54.44444,37.82067
90.89188,51.09064
816.2363,50.22467
62.50234,35.63981
0,107.7512
1.129856,284.3139
61.66238,210.5869
279.2407,209.6448
140.7662,157.4523
101.4812,134.7255
157.4523,150.9242
94.11704,160.0785
160.0785,127.6467
127.6467,104.0842
104.0842,100.5203
2794.841,81.01404
81.01475,67.53256
233.3966,67.49603
67.4983,58.84525
134.0587,62.12238
62.12587,58.96148
58.96748,58.05149
58.05613,60.86655
60.87218,63.11298
63.11565,68.75258
68.75504,72.66402
72.664,79.2478
79.24813,82.51603
82.51476,87.88397
283.3289,104.4621
104.4606,108.8464
108.8463,108.6398
108.6389,111.0922
111.0931,109.6043
109.6038,110.6346
130.7991,130.4413
130.4412,129.905
1772.505,127.9017
127.9016,125.9667
125.9693,124.8837
124.8833,121.8844
121.8858,121.4872
121.4866,118.214
118.2146,118.5167
118.5163,114.297
114.2972,115.2692
194.9095,136.0083
136.0083,134.2342
134.2341,129.2905
129.2905,128.4281
258.6414,158.9349
158.9349,166.7622
166.7622,152.8964
152.8964,157.9521
157.9522,147.1896
147.1896,153.2977
153.2977,142.0163
142.0162,148.9402
148.9402,136.3219
136.3219,144.129
2928.923,134.864
134.8641,144.8455
144.8457,125.5364
125.5364,125.5186
125.5188,111.6962
111.6962,122.9766
122.9767,105.9769
105.9768,109.4849
2860.792,96.65276
2422.597,101.294
101.2924,188.031
2898.901,143.2018
0,117.5671
117.5376,105.2509
184.4926,165.2339
58.74605,176.9162
70.45754,146.8505
146.8489,150.4086
150.4075,140.9584
140.9582,118.9784
260.3626,119.2542
118.9772,94.5547
1252.719,79.6261
79.62712,68.79086
1434.798,58.38612
58.38638,48.91693
1.590983,51.74275
213.2162,46.25238
46.25175,48.20472
1720.671,46.27061
46.27014,50.82344
50.82502,50.1472
50.14774,58.2357
176.5376,59.34846
58.23925,69.44319
69.44276,72.80593
2386.779,77.55075
2918.335,66.43111
66.43016,84.82474
84.82285,91.65358
91.65188,95.00462
102.8508,95.78741
200.1012,92.40008
95.78937,86.91638
86.91717,84.9169
84.91773,82.58853
82.58888,77.95507
77.95544,73.93933
155.4941,77.29086
77.29089,73.66378
163.7786,68.74411
73.66364,65.31817
65.31773,61.06361
107.5062,67.50442
67.50433,64.83571
64.83624,62.66299
62.66316,62.64387
62.64474,61.55495
207.5714,63.47873
61.55574,62.88767
62.88838,65.62141
65.62226,65.48087
65.48152,69.25383
69.25439,69.16738
69.168,73.55872
73.55897,73.15029
196.3623,77.09734
73.15074,76.05523
76.05552,79.18861
79.1882,77.22659
77.22634,79.71266
79.71201,77.02205
77.02183,79.62487
79.6244,76.81463
76.81451,79.33253
79.33221,76.19265
76.19257,78.47546
1.312341,105.5863
195.9966,108.0281
108.0281,103.5785
103.5787,107.9217
107.9226,104.561
104.5616,109.7206
262.1159,106.6203
106.6207,111.533
109.7235,108.2498
108.2502,114.2929
282.0933,112.0506
112.0507,117.1013
117.1015,113.2034
187.7438,146.2843
146.2844,142.2676
142.2676,145.4328
2255.457,187.5975
178.2194,188.513
188.513,182.9284
182.9284,177.2399
177.2399,171.2574
171.2574,158.4989
158.4989,153.25
153.25,132.0913
132.0913,126.3047
4290.169,94.44877
1834.088,86.21081
2091.171,316.1391
316.1427,354.6895
260.0013,336.3403
0,159.7472
159.752,100.5006
239.6718,206.2082
206.211,156.0351
156.0352,125.6829
100.5002,79.29205
79.29163,63.98469
0,48.28887
1804.064,49.29092
49.29551,37.59329
37.59644,38.61121
201.6098,44.81404
106.5492,59.36664
8.454546,67.86842
67.86843,74.65656
74.65656,84.34409
84.34431,89.03582
89.03595,97.14973
97.15015,100.0976
100.098,103.1653
103.1656,104.2646
104.265,103.3919
103.392,103.554
103.5543,99.70518
99.70511,99.34782
99.34797,93.72466
93.72462,93.08237
93.08244,86.97171
1841.295,86.16764
86.16766,80.96555
80.96554,79.99236
79.99236,75.47322
75.47323,74.26477
74.26477,69.52257
69.52257,68.00128
68.0013,63.61781
63.61777,62.35004
62.35007,59.92351
59.92345,59.57931
59.5794,59.55515
59.55512,60.328
60.32822,63.09775
63.09782,63.89121
63.89165,69.18077
69.18095,68.91026
68.91084,75.1947
75.19493,73.54826
73.54889,78.91205
78.91235,75.98698
75.9877,80.04885
80.04929,76.56316
76.56406,79.85668
79.85728,76.32475
76.3258,79.31221
79.31293,75.81314
344.456,75.49184
75.49273,74.1935
227.4975,86.26476
1.141998,99.72878
99.73095,102.0583
192.5671,96.57286
96.57443,99.55869
99.55965,94.19695
169.3194,90.97645
94.19899,86.98757
86.98854,86.86443
2767.122,76.7891
1873.766,97.99316
196.2405,115.7328
115.7311,110.4449
110.4413,96.27699
96.27683,105.9214
88.77789,107.4154
177.5215,82.44669
82.44821,79.29891
79.29933,76.78725
76.78739,68.47124
68.47125,62.1099
62.10997,56.27277
2.48179,59.18161
109.0465,53.37263
53.37267,54.48257
54.48257,53.1608
53.16079,60.44284
60.44291,58.76778
58.76781,67.46052
67.46052,65.02678
65.02679,73.66699
191.8346,69.52328
73.6668,73.73621
73.73608,70.37867
70.37864,76.29945
188.4882,81.7951
81.79507,84.09258
84.09255,78.51359
78.51361,78.43323
78.43327,73.92706
73.92711,72.40936
83.33786,78.78262
78.78265,76.42521
152.4845,73.53009
76.42534,70.88647
70.88647,69.95472
69.95464,70.24089
70.24086,71.16715
71.16711,72.27042
72.27039,73.20962
73.20956,74.34219
74.34217,75.44032
75.44027,75.52876
75.52876,76.2059
76.20588,74.98823
74.98824,75.29131
75.29132,73.56691
73.56689,73.7308
73.73079,72.60624
133.8626,72.22173
72.60606,72.09299
72.0928,72.09134
72.09121,73.901
73.90076,73.87863
73.87845,75.98889
124.5538,74.8388
75.98834,77.03326
77.03294,75.42097
75.42077,77.82558
123.4206,75.89536
75.89514,77.89854
77.82485,75.64282
122.8515,78.94176
78.94148,77.44276
77.44244,80.64014
80.63975,78.68039
78.67995,80.9959
85.30869,92.03273
209.8548,113.1001
113.0994,110.2281
110.2273,112.52
112.5195,110.1622
110.1616,112.4156
112.4156,110.9528
110.9525,113.1135
113.1138,111.6042
111.6043,113.1509
113.1512,111.5479
111.5479,111.3822
80.97195,79.72823
72.30342,107.367
107.3504,207.8013
219.6949,272.7274
272.716,186.8599
186.8313,148.9992
148.9743,170.967
170.9537,157.9779
157.9727,129.3416
129.3344,111.9947
2736.582,61.23437
61.23603,77.98689
77.98664,74.73701
74.73843,73.6966
73.6974,72.02621
72.02652,58.61533
152.0479,60.78033
60.78031,56.28787
56.28796,58.33389
58.33388,54.99173
54.99165,56.7334
58.61552,50.47572
136.4145,58.9864
58.98634,60.29831
76.02927,81.01611
81.01608,83.70125
322.5466,86.63026
86.63029,88.84725
1037.885,90.67503
90.67511,91.41628
91.41631,92.27834
92.27843,91.96547
91.9655,91.95738
91.95744,90.64512
90.64513,89.95528
89.95531,88.17353
88.17352,86.91168
86.91168,84.97198
84.97198,83.12268
83.12267,81.60014
81.60014,79.3708
79.3708,77.87543
77.87543,75.2466
75.24661,73.33722
73.33722,70.57812
70.57816,69.43921
1433.125,66.29478
137.6762,62.67264
62.67258,63.28081
63.28098,67.56413
67.56413,66.80764
66.80797,74.40434
74.40442,70.99912
70.9993,79.09493
79.09496,75.30095
75.30097,81.04779
81.04779,77.37545
77.37545,80.70193
80.70196,77.66128
77.66142,79.87717
79.87728,77.85703
77.85741,78.98769
78.98797,77.27292
77.27356,77.79189
77.79229,75.69099
75.69178,75.54697
75.54741,73.0639
73.06474,72.42472
72.42516,70.01462
70.01546,69.15149
69.15191,67.03245
111.6598,78.03812
78.03862,76.11543
96.83699,91.71104
174.8332,112.7318
112.734,112.7725
112.7737,111.3184
111.3217,111.0508
111.0521,109.6489
109.6536,109.3805
2777.717,77.01253
77.00865,185.2115
67.98135,208.3067
1190.313,151.0104
151.01,101.3842
101.3816,136.4934
136.4904,134.4948
134.4947,96.63044
96.63092,80.24844
36.28763,84.38071
159.7578,80.62715
195.0132,82.23251
82.23275,73.51786
1315.063,64.32785
64.32806,58.0849
58.08515,53.58774
53.58783,49.69867
49.69884,52.19864
52.1987,50.28981
50.28988,57.40896
57.40901,56.71735
0,61.44553
2293.239,64.20751
64.20745,79.35191
191.0226,78.56189
79.35184,82.0158
82.01595,78.05308
78.05314,80.09465
80.09473,77.05223
77.05225,76.12029
76.12029,72.75954
72.75953,69.57008
69.57001,66.30644
203.4792,69.82919
69.82909,66.6657
66.66571,62.96821
62.96817,60.8881
80.39017,66.69617
66.69615,66.1634
66.16343,65.61903
65.61904,66.60727
154.2044,67.2243
66.60729,70.15354
70.15356,71.36203
71.36204,74.40511
74.40511,75.91032
75.91032,77.99905
77.99906,77.9933
77.99329,80.1114
80.1114,78.36639
78.36637,80.17026
80.17026,76.68729
76.68726,78.48698
78.48695,74.81763
135.669,76.25887
74.81752,74.25623
74.25615,75.98499
75.98494,75.16641
75.16639,77.11488
126.8753,75.53429
77.11475,77.21292
77.21287,76.78402
123.1179,77.30713
76.78399,78.68719
78.68716,77.43896
122.2274,77.68053
77.43892,76.06255
122.3365,75.6747
76.06251,73.60227
121.8216,74.42284
73.60225,72.61654
121.2945,74.75668
74.75666,73.41435
72.61651,76.7916
116.4929,75.63456
75.63454,80.12286
80.12298,78.68721
78.68718,81.78272
81.7829,79.9133
127.0049,115.5022
115.5025,112.9539
112.9537,115.5367
115.537,113.7141
113.7137,116.0759
116.0762,115.212
115.2117,117.1684
117.1685,116.5344
79.89722,82.23326
82.23305,88.63136
88.62859,135.1119
135.1117,218.5547
66.25725,215.5752
219.2909,163.4799
163.4436,150.4924
150.4726,173.9333
173.923,151.3558
151.3487,116.7123
116.7033,100.5225
100.5216,97.44748
2675.472,46.11945
46.12111,47.08564
47.08689,55.79302
55.79394,61.4766
61.47683,65.07832
65.07844,62.02158
150.5941,64.99316
108.3832,74.65295
74.65295,73.88957
96.80877,87.06661
87.06654,83.74528
83.74512,86.45969
86.45961,83.27067
83.27058,86.23754
1101.116,84.08447
84.08446,86.67307
86.67307,84.72946
989.4604,87.19874
87.19874,86.72823
86.72823,88.46158
88.46157,88.71715
88.71713,89.06104
89.06104,88.67216
88.67214,87.8678
87.8678,86.73145
86.73145,85.08986
85.08988,83.92589
83.9259,81.77292
81.77295,79.63586
79.63588,76.9759
307.6455,68.92752
68.92759,62.91362
135.9941,55.96981
62.91389,60.70489
60.70489,63.03619
134.2859,62.92825
62.92827,77.96737
77.96737,78.83044
78.83071,90.97346
90.97356,85.32055
85.32072,92.21612
92.21614,85.96454
85.96455,87.85666
87.85666,81.65445
81.65444,80.60606
80.60607,75.89339
75.8935,75.19982
75.19989,71.8105
71.81083,73.14251
73.14265,70.67661
70.67713,73.8702
73.87036,71.86393
71.86452,75.57972
75.57984,73.68981
73.69037,77.31413
77.31421,74.58672
74.58719,76.81148
76.81154,74.07653
74.07697,74.89655
74.89665,72.90562
72.90618,73.82008
73.82043,72.44318
72.44408,73.82362
73.82429,72.73386
115.438,87.01908
217.8974,85.61426
85.6162,86.40455
209.7262,102.4125
2308.483,82.79826
83.0308,90.16403
411.5053,114.4983
100.1771,130.5629
130.5618,114.3477
114.3415,96.57646
96.57377,99.98467
99.98299,90.65189
2.272542,82.95419
130.1756,75.13857
111.9544,75.69621
75.69627,71.05986
71.05986,66.26917
66.26918,61.98241
61.98241,63.00781
63.00783,59.95808
191.1203,63.75069
59.95818,59.48315
59.48327,64.4849
64.48499,62.32203
62.32208,69.71163
69.71164,66.07455
66.07457,71.62378
200.5952,76.13058
76.13062,80.59137
80.59138,76.20403
76.20408,78.1559
80.41602,84.63396
84.63399,84.62678
84.62681,80.86541
80.86541,79.60278
79.60279,77.17574
154.1827,73.85766
77.17569,72.26984
72.26978,69.83769
69.83767,71.43449
71.43449,71.68558
71.68558,72.89285
72.89285,72.71753
72.71754,74.42281
74.42281,72.83266
72.83266,74.35851
74.35852,71.12955
71.12955,72.33926
72.33925,69.44921
69.44917,70.87878
133.1323,67.92913
70.8786,70.08675
70.08659,71.17307
71.17287,73.62768
73.62752,77.50706
77.50681,78.51778
122.9641,80.48623
78.51738,80.43783
80.43766,82.49667
121.5046,81.17793
82.49635,83.11755
83.11739,80.24707
80.24702,80.9206
121.6994,78.36593
78.36588,78.56422
80.92035,75.76169
120.1663,76.92162
75.7616,74.87889
117.9638,77.20856
77.20851,75.64651
75.64645,79.10292
79.10291,77.33736
77.33731,80.13065
80.13079,78.09576
78.09578,80.54566
130.2423,110.0639
110.0641,112.9894
112.9905,110.8895
110.8898,113.703
113.7044,112.4861
112.4865,115.0058
115.0068,113.9567
113.9568,115.2145
80.5357,84.22979
84.22688,98.90675
98.90314,184.8004
184.8009,197.6179
136.1737,188.2045
188.1795,154.1953
154.1697,167.6808
167.667,154.8414
154.8324,124.8306
124.8208,105.0856
105.0826,99.12898
99.12739,93.4634
2620.527,46.18665
46.18777,57.3304
57.33124,63.85411
63.85448,68.90761
156.0879,76.34772
76.34776,69.0895
109.1513,74.87335
94.75222,81.61391
81.61389,85.25978
85.25975,80.97552
80.9754,84.44882
84.44875,82.75083
82.75081,86.33448
86.33447,85.63971
85.63974,88.56179
88.5618,88.451
88.45102,90.55328
90.55328,89.95049
89.95049,90.88577
90.88577,89.61955
89.61955,89.6881
89.6881,87.77049
87.77049,86.95455
86.95457,84.50935
84.50935,83.06583
83.06586,80.8755
80.87551,79.01408
79.01412,76.41946
76.41947,74.13316
74.13318,71.04445
71.04445,68.72469
68.7247,66.76734
303.8464,64.20709
64.20712,61.06024
138.3218,59.67284
59.67284,65.87585
65.8758,67.24906
67.24918,74.42879
74.42883,71.76656
71.76669,79.7022
79.70224,76.62401
76.62404,83.38277
83.38277,80.25599
80.256,84.1712
84.17124,81.0287
81.02882,83.54534
83.5455,80.96838
80.96874,82.44183
82.44215,80.40168
80.40227,80.65035
80.65079,78.50024
78.50095,78.11552
78.116,75.67406
75.67479,74.87514
74.8756,72.44186
72.44257,71.43176
71.43225,69.25172
69.25243,68.20199
68.20256,66.58752
66.58831,65.9824
65.98309,65.03551
65.03647,64.9726
64.9735,64.34203
64.34333,64.94605
104.565,75.1402
196.0704,92.20638
92.2082,91.07556
75.00922,75.33768
2800.011,103.7167
103.6967,226.1191
1329.212,162.7841
1211.876,134.4205
134.421,107.4303
107.4305,132.974
132.9735,122.0861
24.22543,87.18562
87.18559,80.00899
92.2028,77.06051
101.7452,73.11351
73.11389,62.51968
188.3095,64.13573
64.13602,58.98367
58.98374,54.20835
54.2085,53.68716
2220.736,50.93739
50.93742,55.70314
2246.617,48.79777
48.79776,57.96654
57.96655,59.45524
59.4552,71.45379
881.7043,64.29772
188.4138,70.72987
64.29771,68.00247
28.38319,80.54449
80.54455,77.86926
77.86926,81.46947
81.46948,77.05775
77.05774,76.2085
199.1943,80.56114
80.56115,77.99888
78.65857,83.63693
10.85516,82.26904
82.26911,77.63586
77.63595,74.90191
146.9824,71.98286
74.90211,67.15012
67.15018,64.27119
2533.283,60.72138
60.7213,59.64159
59.64164,54.5665
54.56638,54.77859
54.77858,52.58068
52.58059,54.48478
54.48475,55.27331
55.27322,59.06345
59.06342,62.79073
62.79068,68.09181
68.0918,73.24062
73.24059,78.45313
116.7975,81.10439
78.45313,84.9609
84.96089,86.47092
86.47092,89.15723
113.4848,89.06553
89.06557,89.29752
89.15725,88.44456
88.4446,87.8807
87.8807,87.15411
109.3613,85.4427
87.15418,83.37299
106.901,80.66448
83.37305,78.42052
78.42054,75.44602
103.3043,73.65859
73.65862,71.49221
75.44599,71.15396
97.66142,68.99226
71.15396,71.09423
94.92768,69.40698
71.09423,71.2388
91.52869,69.61564
69.61559,70.89481
1872.536,96.82713
101.5212,98.16934
98.16915,96.75447
96.75429,96.65654
96.65612,95.54665
96.82582,93.28868
102.7696,92.89911
92.89951,88.96895
88.96873,87.88078
1486.679,73.42985
71.20409,174.2843
96.29862,216.4121
195.4138,223.9896
145.2747,132.9724
59.14962,139.1118
2599.692,132.3252
12.33915,92.60793
26.94331,89.63947
89.63758,95.62017
95.61922,69.9424
2.786969,66.12756
66.12575,58.10604
129.1863,73.60069
73.59936,63.42608
93.37422,76.5812
76.58023,72.46779
72.46751,79.58407
79.58364,84.55139
194.3574,109.5046
109.5041,118.77
2346.737,125.3034
125.3026,131.8391
131.8384,133.9
133.899,134.6034
134.6025,135.9536
135.9527,134.2313
134.2307,135.1742
135.1739,130.2537
130.254,130.9728
0,124.1959
1671.015,120.092
260.6241,122.9327
122.933,116.9193
116.9192,108.4878
108.4896,113.1308
113.1331,115.703
115.707,118.9989
119.0032,129.2035
129.208,129.3586
129.3633,145.7389
145.7429,140.7589
140.763,158.4897
158.4931,148.431
148.4345,164.2255
164.2286,151.0336
151.0368,163.6898
163.6928,149.0127
149.0158,158.569
158.5719,143.4483
383.1371,201.6382
3248.068,181.5845
181.5885,189.7775
189.7808,172.0195
172.0227,178.4637
178.466,162.276
162.278,167.746
167.7471,154.3415
154.3423,159.6938
159.694,149.248
149.2478,155.6738
155.6732,149.4418
149.4406,157.1675
157.1663,152.0414
152.039,159.0019
159.0006,156.787
156.7821,164.4249
0,163.8467
163.8314,170.2331
170.2182,170.8987
369.4843,264.9374
264.8972,268.0798
268.019,276.097
276.0491,282.7245
282.6723,287.3425
287.307,294.8045
294.7784,293.71
2201.218,198.4237
0,118.5168
0,127.4899
35.9685,148.0033
147.979,162.1643
46.27951,192.1061
171.825,194.5974
396.4913,190.5126
161.4972,113.9511
132.376,122.3933
98.97246,199.015
283.6968,169.495
907.9233,186.9553
662.0207,126.0903
1.087242,155.3916
335.3498,154.9413
154.9412,155.2804
346.9903,150.3456
150.3452,140.6535
140.6532,131.6186
194.8446,127.4986
131.6166,123.3587
123.3562,116.9975
183.0607,102.8765
127.6275,83.96521
145.105,66.52802
66.52768,64.24069
64.24142,58.92487
58.93042,56.55343
56.55726,51.47526
323.7919,51.12109
51.1212,47.6031
220.7289,49.2689
1077.242,47.43951
179.8484,49.45198
47.41493,50.05005
172.322,53.88272
53.8696,58.42196
58.41936,65.35051
2098.595,77.5952
77.59487,87.35064
87.35134,93.1339
93.13388,89.42818
57.40978,80.82017
80.82015,76.44195
76.44225,67.06136
67.06145,64.91811
64.9184,57.50166
57.50156,56.44807
56.44822,52.07478
52.07456,52.01097
52.01106,50.70233
50.70194,51.16039
51.16042,51.90887
51.90825,52.54844
52.54839,55.0415
55.04044,55.65752
55.65736,58.33483
229.5734,68.6345
68.63429,71.09138
71.0888,71.29618
147.1626,86.80251
121.2285,107.5501
305.9247,142.5133
142.5062,137.6008
137.6066,131.2455
107.6296,95.27576
95.28149,273.4896
1843.213,391.5885
371.5779,349.6286
349.6181,285.1895
269.7154,209.6741
71.33155,120.9163
804.9388,140.596
218.5688,109.5311
100.5168,107.3202
1584.902,117.5844
117.5837,92.14893
2041.523,75.14813
0,63.34885
1793.034,60.19236
60.193,62.08935
62.08958,63.52671
63.52677,63.66251
63.66253,64.19163
64.19176,66.12557
66.12601,66.30944
66.30992,69.143
69.14375,67.75234
67.75316,71.2258
1176.801,69.18977
0,71.33221
0,59.6535
59.65429,62.42187
62.42273,58.75912
1831.034,58.81474
2865.178,56.73626
57.35126,58.54209
58.54338,58.09801
58.09899,61.53904
74.56679,55.14617
55.14644,59.72844
2961.573,59.80809
3281.547,72.02793
72.0275,72.08676
72.0868,76.43317
76.43309,74.65955
330.1177,86.1942
88.58366,84.84464
1439.991,85.33266
2573.843,82.87728
227.9729,101.5342
101.5294,96.53568
96.53712,99.14561
99.13772,99.6646
99.66508,104.8237
104.8177,105.245
105.2453,111.6507
111.6458,111.5448
111.5448,119.8779
119.8744,118.3518
118.3519,127.3054
127.303,124.1291
124.1292,130.8154
130.8139,125.4091
125.4094,128.0801
128.0793,120.8839
120.8841,119.7304
554.2483,134.0286
134.0287,129.47
129.4699,119.3613
119.3614,112.9584
112.9585,103.5917
142.9518,101.9256
2092.757,110.13
110.13,102.7331
320.3641,108.2798
272.994,104.2496
109.0288,103.3407
104.2533,112.827
389.5,114.9045
114.9266,125.6752
125.6881,125.8064
125.8191,136.0552
136.0633,130.4849
130.4872,135.6241
135.6281,128.6362
128.6338,131.7654
131.7679,125.1034
125.0995,126.5841
126.5286,120.4044
1630.811,104.5225
104.4415,135.5164
135.3899,176.0282
175.9832,224.5933
224.5853,211.5675
127.2031,103.0473
103.0514,133.5109
133.5154,114.7921
63.57188,130.7172
62.10456,131.6718
131.6717,103.8662
103.8662,92.9305
92.9304,89.73555
89.73553,76.76329
2206.96,62.79074
62.79077,51.87223
139.1577,51.74913
177.5608,45.61897
45.61905,43.45842
