rfootrx,rfootrz,rtibiarx,Left GRF,Right GRF,OSL_phase
-0.4588836,0.03622515,1.053676,85.6041,0,2
-0.4721588,0.03615543,1.058492,84.87287,0,2
-0.487697,0.0376589,1.060232,82.46789,0,2
-0.5000234,0.03789971,1.061163,81.8927,0,2
-0.5134448,0.0396834,1.059029,79.4398,0,2
-0.5245824,0.04011992,1.056062,78.91253,0,2
-0.5356866,0.04207217,1.049994,76.60851,0,2
-0.5453651,0.04263671,1.042986,75.96838,0,2
-0.5535406,0.04450633,1.032947,72.47485,0,3
-0.5613436,0.04515724,1.021846,70.91379,0,3
-0.5664033,0.04679874,1.007844,67.00061,0,3
-0.5721679,0.04757774,0.9927248,65.48419,0,3
-0.5743171,0.04908868,0.9746684,63.82976,0,3
-0.5781521,0.05007479,0.9554974,63.06237,0,3
-0.5776697,0.05161297,0.9333438,65.03343,0,3
-0.5798296,0.05289447,0.9101979,64.8272,0,3
-0.5769541,0.05459536,0.8842753,98.08057,0,3
-0.5777012,0.05629475,0.8576537,81.61214,0,3
-0.5725786,0.05830376,0.828736,107.4133,0,3
-0.5720841,0.06053907,0.7994227,107.0894,0,3
-0.5648572,0.06310207,0.768349,117.2015,0,3
-0.5632314,0.06596079,0.737098,144.5872,0,3
-0.5543694,0.06904973,0.7048177,155.5731,0,3
-0.5518243,0.07247391,0.6726189,152.7988,0,3
-0.5419536,0.07585687,0.6401739,162.1059,0,3
-0.5388201,0.07963535,0.6081991,158.0105,0,3
-0.5286244,0.08296394,0.5766827,163.8811,0,3
-0.5252903,0.08670355,0.5460463,157.726,0,3
-0.5153618,0.08940634,0.5163962,159.8451,0,3
-0.5121214,0.09238837,0.4880255,152.6244,0,3
-0.5026179,0.09347948,0.4612064,153.0992,0,3
-0.499086,0.0948376,0.4366626,147.3013,0,3
-0.4891405,0.09383533,0.4147729,148.0473,0,3
-0.4848374,0.093537,0.3961678,144.0378,0,3
-0.4738127,0.09053908,0.38047,145.0071,0,3
-0.4684459,0.08889483,0.3680424,189.3373,0,3
-0.4554291,0.08421808,0.3572327,189.3629,0,3
-0.4486106,0.0814084,0.3492243,185.8468,0,3
-0.4331568,0.07511979,0.3416815,184.0296,0,3
-0.4245355,0.07125962,0.3366626,181.0549,0,3
-0.4073347,0.06393578,0.331417,175.7781,0,3
-0.3970744,0.05919464,0.3285011,259.5564,0,3
-0.3783531,0.05110785,0.3249391,245.9316,0,3
-0.3667176,0.04555386,0.3235875,242.0943,0,3
-0.3464558,0.03692817,0.3213927,223.2542,0,3
-0.3337023,0.03073657,0.3213828,219.465,0,3
-0.3115908,0.02199551,0.3202628,196.1509,0,3
-0.2979218,0.01544108,0.3213124,191.8896,0.2597879,3
-0.2756991,0.007382378,0.3201262,168.856,23.60378,3
-0.2357281,0.001208295,0.3297512,169.3057,392.3361,3
-0.2105244,-0.00380523,0.3561417,154.484,596.1851,0
-0.2043479,-0.009723628,0.3815053,155.7471,285.1161,0
-0.2041478,-0.0139002,0.3993234,113.5321,148.3813,0
-0.1995668,-0.01815785,0.4136162,100.0122,179.9427,0
-0.190292,-0.02077707,0.4289446,70.06797,174.404,0
-0.1974208,-0.02514299,0.4466091,50.85338,101.3392,0
-0.2202255,-0.02944702,0.4644383,51.61445,112.9214,0
-0.2436447,-0.03359686,0.4788318,33.44015,101.7174,0
-0.260716,-0.03650125,0.4897704,31.75486,85.33559,0
-0.2748571,-0.0389647,0.4980428,14.32436,81.12532,0
-0.2910269,-0.04079428,0.5060816,19.16738,84.19418,0
-0.3053184,-0.04226056,0.5122821,14.64653,80.28687,0
-0.3200792,-0.04311857,0.5184539,29.28787,80.99414,0
-0.332986,-0.04356786,0.5225637,23.04656,76.84602,0
-0.3467512,-0.04353486,0.5274557,29.29714,83.89473,0
-0.3589674,-0.0429914,0.5303867,14.22337,80.0437,0
-0.3718575,-0.04204254,0.5341564,11.5503,87.57027,0
-0.3832434,-0.04057053,0.5355662,9.907037,82.13496,1
-0.3951946,-0.03885069,0.5378416,8.252938,90.68529,1
-0.4056537,-0.03658296,0.5376351,2.924387,84.99924,1
-0.4165851,-0.03411436,0.5384991,2.291051,93.71301,1
-0.4260987,-0.03101198,0.5367091,0.2815495,86.90176,1
-0.4360394,-0.02771826,0.5361605,0.07643621,95.42725,1
-0.4446453,-0.02370588,0.532881,0,87.95277,1
-0.453616,-0.0195114,0.5309597,0,95.79067,1
-0.4613479,-0.01460707,0.5262842,0,87.86065,1
-0.4693454,-0.009614978,0.5230299,0,94.90696,1
-0.4762273,-0.004011156,0.517101,0,87.09598,1
-0.4832942,0.001567315,0.512654,0,93.31846,1
-0.489387,0.007656456,0.5056741,0,85.84989,1
-0.4956106,0.01362861,0.500201,0,91.18229,1
-0.5010138,0.02004643,0.4923958,0,84.28415,1
-0.5065069,0.02628869,0.4860631,0,88.76019,1
-0.5113509,0.03294082,0.477645,0,82.65075,1
-0.5162241,0.03938046,0.4705987,0,86.45513,1
-0.5206404,0.04620448,0.4617352,0,81.25183,1
-0.5249736,0.05277777,0.454072,0,84.5303,1
-0.5290279,0.05968627,0.444813,0,80.09016,1
-0.5327083,0.06623287,0.4364305,0,97.02615,1
-0.5363698,0.07310881,0.4266429,0,92.64219,1
-0.5393302,0.07958167,0.4177923,0,95.24143,1
-0.5426627,0.08634999,0.4078233,0,90.81422,1
-0.5452974,0.09270518,0.3984732,0,91.43777,1
-0.5483075,0.09922055,0.3882614,0,87.59721,1
-0.5506282,0.1052899,0.3785988,0,87.93993,1
-0.553451,0.1113967,0.3684197,0,84.97604,1
-0.5555688,0.1169746,0.3587929,0,86.00628,1
-0.5583113,0.122465,0.3489674,0,83.77295,1
-0.5603088,0.1273084,0.3397099,0,85.81264,1
-0.5630016,0.1319215,0.3305424,0,84.17927,1
-0.5647691,0.1355551,0.322062,0,88.04546,1
-0.5671936,0.138595,0.3139962,0,86.66306,1
-0.56857,0.1405293,0.3066625,0,90.31123,1
-0.570452,0.1418528,0.2998685,0,77.07278,1
-0.5709482,0.1422424,0.2938584,0,81.19254,1
-0.5723988,0.1423642,0.2886202,0,91.62597,1
-0.5720756,0.1419499,0.2842222,0,94.51991,1
-0.5722472,0.1415834,0.2805792,0,93.36228,1
-0.5708506,0.1409796,0.2779447,0,95.38369,1
-0.5687169,0.1405278,0.2758339,0,120.0578,1
-0.5666732,0.1401057,0.2753287,0,112.368,1
-0.5644317,0.1398723,0.2755007,0,109.1263,1
-0.5613099,0.1394817,0.2769803,0,106.8487,1
-0.5594475,0.1392055,0.2792628,0,102.8979,1
-0.5568215,0.1386279,0.2825855,0,101.4635,1
-0.5546651,0.1378662,0.2867343,0,98.84396,1
-0.5515875,0.1366447,0.2919481,0,99.00606,1
-0.5488524,0.1351376,0.2982164,0,98.09753,1
-0.5449792,0.1331743,0.3054761,0,99.34932,1
-0.5411873,0.1309928,0.3138823,0,98.96369,1
-0.5358837,0.1284206,0.3230777,0,100.1694,1
-0.5303411,0.1256242,0.3332932,0,99.14851,1
-0.5222269,0.1225151,0.3442789,0,132.7431,1
-0.5151179,0.1193794,0.3565596,0,122.8869,1
-0.5054499,0.1160515,0.3695618,0.7282112,121.4632,1
-0.4945402,0.1127167,0.3832744,15.53513,126.8165,1
-0.4836128,0.10919,0.3972859,87.16009,165.3488,1
-0.472215,0.1061068,0.4121978,390.0535,152.9377,1
-0.4579886,0.1013058,0.4269553,362.1592,139.4595,1
-0.4408979,0.09785837,0.441565,196.2563,133.1362,1
-0.4225443,0.0944069,0.4541596,96.43808,124.4391,1
-0.4032217,0.09274101,0.4663275,76.38963,120.8512,1
-0.3844319,0.09014775,0.4788221,96.49559,87.23581,1
-0.3617176,0.08863308,0.490914,86.77242,86.81227,1
-0.3389725,0.08586887,0.5057802,77.51961,63.01904,1
-0.3139894,0.08364688,0.5216856,70.83023,55.61626,1
-0.2896592,0.08027649,0.5402089,74.71603,35.62593,1
-0.26423,0.07730286,0.5597696,74.17214,29.37397,1
-0.2433092,0.07355212,0.5817561,73.68443,24.32795,1
-0.2227578,0.07022795,0.6036751,70.49535,17.07838,1
-0.2136629,0.06694324,0.6275132,72.25536,17.57367,1
-0.2023742,0.06331681,0.6497017,72.07471,4.985541,1
-0.2044531,0.06007347,0.6728144,75.30998,3.954113,1
-0.2009268,0.05584716,0.6953487,74.58912,0.2722403,2
-0.2112175,0.05242814,0.7207482,81.53709,0.07944535,2
-0.2130729,0.047987,0.747104,81.52182,0,2
-0.2276987,0.04494854,0.7749531,87.37436,0,2
-0.2338482,0.04075833,0.80289,86.02702,0,2
-0.2511137,0.03887806,0.8298766,87.37523,0,2
-0.2601409,0.03532216,0.8556365,84.76828,0,2
-0.2791501,0.0343067,0.8797105,86.30037,0,2
-0.2902086,0.03149544,0.9025792,84.5518,0,2
-0.3101364,0.03103334,0.9236366,86.53605,0,2
-0.3225671,0.0288547,0.94392,85.0543,0,2
-0.3426294,0.02857878,0.9621506,87.28644,0,2
-0.3558482,0.02704828,0.979669,86.63978,0,2
-0.3753039,0.0273506,0.9945411,88.57864,0,2
-0.3887802,0.02652623,1.008754,88.26649,0,2
-0.4070824,0.02733322,1.020047,89.22497,0,2
-0.4203914,0.02707554,1.030827,89.20233,0,2
-0.4371517,0.02832739,1.038576,88.7597,0,2
-0.4499622,0.02848666,1.045864,88.66373,0,2
-0.4649303,0.03012705,1.050076,86.69055,0,2
-0.4769745,0.03056652,1.053748,86.3389,0,2
-0.490024,0.03252048,1.05434,83.17307,0,2
-0.5010657,0.03313151,1.054231,82.52506,0,2
-0.5121389,0.03530895,1.051059,78.87241,0,2
-0.5219615,0.0360181,1.047002,78.05763,0,2
-0.5308801,0.03826078,1.039949,74.15845,0,2
-0.539185,0.03902732,1.03185,73.03226,0,3
-0.5455374,0.04110574,1.020918,68.67269,0,3
-0.5521206,0.0419415,1.008831,67.18262,0,3
-0.5558969,0.04382043,0.9940029,64.14027,0,3
-0.5607207,0.04481022,0.9779674,63.11343,0,3
-0.5620921,0.04663409,0.9590948,63.45443,0,3
-0.5652971,0.04786437,0.9390216,63.11037,0,3
-0.5643979,0.04980133,0.9161,67.01063,0,3
-0.5662004,0.05137644,0.8921194,66.92281,0,3
-0.5631073,0.05360235,0.8655588,73.13885,0,3
-0.5636548,0.05565873,0.8381843,72.81239,0,3
-0.5584556,0.05831178,0.8087446,80.0552,0,3
-0.5578565,0.06095778,0.7787672,79.49023,0,3
-0.5507945,0.06407126,0.7473804,86.48476,0,3
-0.5491947,0.06731335,0.7157703,99.4592,0,3
-0.5407131,0.07078847,0.683478,106.795,0,3
-0.5383368,0.07449998,0.6513337,104.5696,0,3
-0.5290304,0.07810962,0.6192129,109.76,0,3
-0.5261913,0.08202209,0.5876536,106.1682,0,3
-0.5166935,0.08535401,0.5567349,163.0011,0,3
-0.5137462,0.08897006,0.5268079,155.777,0,3
-0.5045334,0.09130207,0.4979728,156.7319,0,3
-0.5016354,0.09373703,0.4706599,150.1279,0,3
-0.4924183,0.09415711,0.4453105,150.7582,0,3
-0.4888453,0.09490053,0.4227778,146.0251,0,3
-0.4789054,0.09318628,0.4031206,147.0853,0,3
-0.4743255,0.09234477,0.3869698,143.4848,0,3
-0.4630133,0.08881922,0.37352,143.8585,0,3
-0.4570646,0.08688907,0.3633703,140.7935,0,3
-0.4439327,0.08185672,0.3551221,139.1231,0,3
-0.4363771,0.07892352,0.3497815,136.2146,0,3
-0.4212382,0.07251411,0.3454979,131.7603,0,3
-0.4120025,0.06854966,0.3438193,128.9483,0,3
-0.3937985,0.06093203,0.3419898,161.5799,0,3
-0.3827071,0.05591517,0.3424858,157.5692,0,3
-0.3607811,0.0473034,0.3416148,143.4079,0,3
-0.3476094,0.04130267,0.342874,139.6794,0,3
-0.3229628,0.03228911,0.3421418,122.5332,0,3
-0.3081329,0.02565961,0.3434925,118.9168,0,3
-0.2816599,0.01812174,0.341875,101.3049,18.65588,3
-0.2410634,0.01276779,0.349006,99.47575,375.837,3
-0.1961791,0.007762512,0.3706864,85.76823,601.9327,3
-0.1797222,0.001321612,0.3970948,83.05365,421.6927,0
-0.1756979,-0.002860452,0.4140412,63.55923,108.3679,0
-0.1698402,-0.00784636,0.4262973,54.58885,103.08,0
-0.186057,-0.01270533,0.4443591,48.98812,132.5519,0
-0.2112987,-0.01686809,0.4618171,41.1357,123.0371,0
-0.2321861,-0.01984476,0.4740777,43.75154,89.94342,0
-0.2463045,-0.02228894,0.4818928,27.66783,77.24449,0
-0.2621888,-0.02417182,0.4894219,29.30418,83.41779,0
-0.2762037,-0.0259378,0.4958583,28.1412,84.52899,0
-0.2908643,-0.02719563,0.5023815,41.30438,82.27199,0
-0.3034452,-0.02834056,0.5066944,31.09588,74.49534,0
-0.3170621,-0.02915697,0.5115914,40.88081,79.21255,0
-0.328862,-0.02987119,0.5147285,23.27667,75.53242,0
-0.3414978,-0.03026958,0.5188733,21.98044,82.01158,0
-0.3526169,-0.03045506,0.5209164,10.48418,75.95549,0
-0.3644069,-0.0304019,0.5238695,10.26032,83.49577,0
-0.3748001,-0.03008031,0.5246907,5.171228,78.15047,0
-0.3852594,-0.02956079,0.5265333,5.276574,86.76781,1
-0.3952467,-0.02863609,0.5262524,4.773571,80.34035,1
-0.4052013,-0.02747273,0.5270721,4.131639,89.1866,1
-0.4144012,-0.0257701,0.5257123,0.9185008,82.67601,1
-0.4237065,-0.02380844,0.5255428,0.2998837,90.83498,1
-0.4321854,-0.02122938,0.5231061,0,84.09635,1
-0.4408607,-0.01840228,0.5219061,0,91.69189,1
-0.4487182,-0.01491966,0.5184237,0,84.97913,1
-0.4566966,-0.01125691,0.5161583,0,91.85545,1
-0.4639661,-0.007018112,0.5116102,0,85.22036,1
-0.4712457,-0.002730934,0.5082775,0,91.60845,1
-0.4778946,0.002020612,0.5026952,0,85.1817,1
-0.4844987,0.006703781,0.4983608,0,91.00063,1
-0.4905393,0.01178201,0.4918217,0,84.73441,1
-0.4965126,0.01671952,0.486562,0,89.90445,1
-0.5019856,0.02203628,0.4791915,0,83.895,1
-0.5073243,0.02717192,0.4730897,0,88.48553,1
-0.5123448,0.0327104,0.465046,0,82.85475,1
-0.5171133,0.03804582,0.4581917,0,86.97523,1
-0.5217704,0.04380843,0.4496171,0,81.82018,1
-0.5260158,0.04933752,0.4420847,0,85.43472,1
-0.5303767,0.05529825,0.433073,0,80.73238,1
-0.5341247,0.0609774,0.4249119,0,83.79224,1
-0.5381514,0.06705577,0.4155043,0,79.60763,1
-0.5415135,0.07281386,0.4068251,0,81.13158,1
-0.5451543,0.07886162,0.3971204,0,77.44746,1
-0.5478257,0.08448276,0.3880505,0,77.86839,1
-0.5511608,0.09029685,0.3782879,0,74.702,1
-0.5532774,0.09558722,0.3692293,0,75.272,1
-0.5564753,0.1009801,0.3598788,0,72.80429,1
-0.5585065,0.1057475,0.3512172,0,73.67362,1
-0.5615809,0.1104866,0.342553,0,71.77918,1
-0.5635755,0.1144982,0.3345946,0,73.63956,1
-0.5666321,0.1183031,0.3269013,0,72.50829,1
-0.5685192,0.1209967,0.319966,0,76.08015,1
-0.5714442,0.1231526,0.3135108,0,74.61158,1
-0.5731426,0.1241389,0.3076664,0,78.18456,1
-0.5758259,0.1246348,0.3023268,0,76.87901,1
-0.5771516,0.1242045,0.2974943,0,80.39544,1
-0.5792442,0.1235972,0.2931763,0,79.20961,1
-0.5800146,0.1225081,0.2893905,0,94.65988,1
-0.5811573,0.1215741,0.2861062,0,93.61179,1
-0.5807622,0.1204024,0.2835034,0,95.87196,1
-0.5796508,0.119461,0.2812913,0,120.9906,1
-0.5787023,0.1185129,0.2806151,0,112.8702,1
-0.5774355,0.1178335,0.2805513,0,110.1157,1
-0.5752791,0.1169445,0.2818749,0,107.6386,1
-0.5740526,0.1162797,0.2839284,0,104.2481,1
-0.57184,0.1152911,0.2870826,0,102.8836,1
-0.5699211,0.1141971,0.2908261,0,99.97344,1
-0.5667819,0.1126409,0.2956221,0,100.7187,1
-0.5639945,0.1108927,0.301094,0,99.15139,1
-0.5599496,0.1087035,0.3070904,0,100.7327,1
-0.5561128,0.1064305,0.3136895,0,99.87709,1
-0.5510778,0.1038821,0.3204646,0,101.3279,1
-0.5461149,0.1014765,0.327812,0,100.763,1
-0.540177,0.09890259,0.3333607,0.3616868,107.4721,1
-0.5348752,0.09746108,0.3389586,8.330214,108.2289,1
-0.5290456,0.09579536,0.3450042,41.47721,98.48309,1
-0.5216658,0.0949571,0.3520458,184.5042,98.631,1
-0.5128368,0.09277293,0.3622003,367.5316,94.21541,1
-0.4996921,0.09024084,0.374333,260.1184,160.8863,1
-0.4858175,0.08719733,0.389682,179.4304,128.6485,1
-0.4681776,0.08505139,0.4064316,208.9512,122.5021,1
-0.4498045,0.08175953,0.4256013,252.4945,99.19214,1
-0.4273875,0.07944414,0.445552,88.58296,102.9858,1
-0.4061412,0.07635994,0.4657535,88.38683,85.09064,1
-0.3825277,0.07455352,0.4856876,87.98236,81.06673,1
-0.3592677,0.07173326,0.5054586,77.95692,59.83073,1
-0.3340505,0.06958646,0.5250655,66.58026,54.05943,1
-0.3099909,0.0659873,0.5466512,66.39701,36.02144,1
-0.2847414,0.06235508,0.5688737,66.04783,28.40189,1
-0.26393,0.05750099,0.5933867,69.46081,22.88245,1
-0.2436209,0.05280681,0.6180693,67.80532,15.25971,1
-0.2345376,0.04886595,0.6443333,71.12048,14.7304,1
-0.2228309,0.04392001,0.6695222,70.82366,3.742435,1
-0.2236686,0.03991211,0.6951736,75.31669,2.572709,1
-0.2216394,0.03471298,0.7206334,75.03146,0.8012797,2
-0.2301979,0.03107412,0.7465324,79.5778,0.0456478,2
-0.2323293,0.0261561,0.772413,78.87689,0,2
-0.2457644,0.02332734,0.7984983,83.75852,0,2
-0.251797,0.01910254,0.8243616,82.79805,0,2
-0.2684427,0.01726125,0.8498423,87.45039,0,2
-0.2774987,0.01390358,0.8749169,86.00625,0,2
-0.2960066,0.01301463,0.8989252,90.1039,0,2
-0.3071424,0.01051177,0.922394,88.45068,0,2
-0.3264085,0.01037469,0.9441471,91.56708,0,2
-0.3388073,0.008402758,0.9650175,89.97357,0,2
-0.3579613,0.008856505,0.9832914,91.8811,0,2
-0.3709255,0.007748985,1.000434,90.39101,0,2
-0.3893553,0.008879723,1.01458,90.83361,0,2
-0.4023975,0.00853193,1.027687,89.60455,0,2
-0.4197176,0.010247,1.037725,88.78764,0,2
-0.432509,0.01049418,1.046911,87.84009,0,2
-0.4484504,0.01267575,1.053053,85.94781,0,2
-0.4607453,0.01334624,1.058461,85.26418,0,2
-0.4751032,0.01586934,1.060841,82.61605,0,2
-0.4866669,0.01680807,1.06249,82.1171,0,2
-0.4992593,0.01955621,1.061098,79.14319,0,2
-0.5098356,0.02064581,1.058885,78.75514,0,2
-0.5204682,0.02351567,1.053597,75.88256,0,2
-0.5297832,0.02469142,1.047336,75.49118,0,2
-0.5378473,0.02744976,1.038089,71.61544,0,3
-0.5454873,0.02867864,1.027716,70.4477,0,3
-0.5507588,0.03119411,1.0145,66.38396,0,3
-0.5565473,0.03252811,1.000071,65.28061,0,3
-0.5591674,0.03490994,0.9827613,63.66191,0,3
-0.5631817,0.03643603,0.9642115,63.19617,0,3
-0.5633591,0.03884891,0.9427202,65.21527,0,3
-0.5658151,0.04066081,0.9200924,65.1989,0,3
-0.5637076,0.04328182,0.8946978,70.21301,0,3
-0.5648147,0.04551187,0.8684087,70.13365,0,3
-0.5605246,0.0485047,0.8398017,76.63737,0,3
-0.5604257,0.05128388,0.8106008,76.147,0,3
-0.5541486,0.05473254,0.7797075,83.40508,0,3
-0.5529784,0.05811536,0.7485137,82.44408,0,3
-0.5451084,0.06178813,0.7163267,104.1197,0,3
-0.5431067,0.06566674,0.6843135,102.5666,0,3
-0.5341129,0.06959085,0.6520008,109.2225,0,3
-0.5315098,0.07376888,0.6201948,106.5531,0,3
-0.5219539,0.0777476,0.5886116,110.2272,0,3
-0.5190032,0.08185902,0.5577564,127.1344,0,3
-0.5097031,0.08513009,0.5277684,160.3145,0,3
-0.5067947,0.08844402,0.4990589,152.9151,0,3
-0.4979623,0.09012854,0.4718807,152.7473,0,3
-0.4947768,0.09181844,0.4470635,146.9227,0,3
-0.4853919,0.09134549,0.4248761,147.5473,0,3
-0.481399,0.09135903,0.4060505,143.5498,0,3
-0.4709055,0.08881559,0.390168,144.5794,0,3
-0.4658346,0.08744375,0.3776584,141.5916,0,3
-0.4533668,0.08316233,0.3668387,141.6762,0,3
-0.446851,0.08059131,0.3589179,139.0181,0,3
-0.431905,0.07464491,0.3514745,137.749,0,3
-0.4235714,0.07099308,0.3465998,135.4801,0,3
-0.406791,0.06396487,0.3414374,131.5336,0,3
-0.3967781,0.05940259,0.3386074,172.5952,0,3
-0.3784051,0.051581,0.3350461,163.3848,0,3
-0.3669735,0.0461815,0.3336908,160.8157,0,3
-0.3470028,0.03779408,0.3313906,148.0508,0,3
-0.3344168,0.03173687,0.3312773,145.6054,0,3
-0.3125917,0.0232219,0.3299648,129.8592,0,3
-0.2990344,0.01682547,0.3308601,127.3098,1.645427,3
-0.2758261,0.01034486,0.3307376,111.2649,39.33632,3
-0.2281183,0.004512138,0.3442391,110.6841,514.1273,3
-0.1985358,-0.0002000184,0.3715768,92.42506,559.9835,3
-0.1975319,-0.00656288,0.392974,87.0214,201.1808,0
-0.1911426,-0.01044469,0.4084093,65.80212,168.4917,0
-0.1844469,-0.01443926,0.4240027,56.26696,165.1568,0
-0.1902193,-0.01818654,0.4421766,45.40089,109.2362,0
-0.2111559,-0.02248727,0.4605651,37.59477,101.1623,0
-0.2357317,-0.02622548,0.4767018,38.82083,93.87405,0
-0.2543062,-0.02935204,0.4891747,23.58459,81.52489,0
-0.2711729,-0.03163959,0.4999413,22.76886,78.82069,0
-0.2865264,-0.03366233,0.5091244,16.6715,80.2818,0
-0.3026041,-0.03515872,0.5179083,22.15533,82.51464,0
-0.3168061,-0.03641003,0.524749,15.23545,78.37739,0
-0.3313428,-0.03717854,0.5312966,26.38837,82.22471,0
-0.3441724,-0.03770954,0.5358816,18.85065,79.90107,0
-0.3574676,-0.03778641,0.5408974,24.35204,87.49334,0
-0.3692514,-0.03747642,0.5437577,13.24634,83.1433,0
-0.3815072,-0.03675011,0.5471539,12.68066,91.0239,0
-0.3922832,-0.03556801,0.5481434,6.013296,85.65469,0
-0.4032162,-0.03408987,0.5497974,5.671001,94.1462,1
-0.4132177,-0.03207428,0.548987,5.300056,87.48481,1
-0.4233161,-0.02980177,0.5490499,5.112527,95.72707,1
-0.4322872,-0.02689679,0.5465912,1.971911,88.49989,1
-0.4414296,-0.02375909,0.5452419,1.702255,96.10435,1
-0.4495559,-0.0199127,0.5413441,0.3466257,88.46006,1
-0.4577987,-0.01587442,0.5387122,0.3521926,95.59527,1
-0.4651748,-0.01114189,0.5335651,0.05565552,87.7799,1
-0.4724982,-0.006339457,0.529761,0.2551459,94.43916,1
-0.4791721,-0.0009351667,0.5235419,0.2000274,86.85059,1
-0.4856222,0.004406583,0.51871,0.6283406,93.03289,1
-0.4916458,0.01026365,0.511602,0.5318545,85.77086,1
-0.4972909,0.01595707,0.5058647,0.5899568,91.30341,1
-0.5026876,0.02211721,0.4980268,0.1342692,84.55328,1
-0.5082292,0.02808998,0.4915302,0,88.74666,1
-0.512725,0.03449715,0.4829842,0,83.51476,1
-0.5171105,0.04065726,0.4758689,0,87.30753,1
-0.5215465,0.04730598,0.466991,0,81.69014,1
-0.525413,0.05366128,0.4591672,0,85.18472,1
-0.529379,0.06039926,0.4498843,0,80.89539,1
-0.5331417,0.06678801,0.4414417,0,96.50113,1
-0.5366616,0.07348123,0.431642,0,92.48314,1
-0.5392648,0.07975517,0.4227943,0,94.8075,1
-0.5425763,0.08635763,0.4129254,0,90.68069,1
-0.5449722,0.09253633,0.4035986,0,91.42599,1
-0.5479659,0.09892277,0.3934484,0,87.75598,1
-0.5500584,0.1048802,0.383791,0,88.43614,1
-0.5528677,0.1109568,0.3736268,0,85.49934,1
-0.5548159,0.1165498,0.3639777,0,86.64448,1
-0.5575441,0.1221592,0.3541054,0,84.18095,1
-0.5594258,0.1271839,0.3447828,0,86.18774,1
-0.562172,0.1321042,0.3355118,0,84.08341,1
-0.5639593,0.1362299,0.3268536,0,87.28826,1
-0.566629,0.1399727,0.3185578,0,85.53156,1
-0.5681503,0.1426152,0.3109578,0,89.4202,1
-0.5705745,0.1446695,0.3039347,0,87.44791,1
-0.5711805,0.1456271,0.2975829,0,80.24542,1
-0.5729434,0.1461172,0.2920446,0,91.76962,1
-0.5729498,0.1459063,0.2873375,0,94.95034,1
-0.5734943,0.1455737,0.2834477,0,93.19157,1
-0.5724304,0.1449393,0.2806292,0,95.58968,1
-0.5718846,0.1445094,0.2786345,0,93.94575,1
-0.5687914,0.143878,0.2773927,0,120.8396,1
-0.5677637,0.1437165,0.2773211,0,110.5627,1
-0.5648381,0.143338,0.2783337,0,109.3386,1
-0.562781,0.1430789,0.2802295,0,104.9906,1
-0.56025,0.1426108,0.2833604,0,102.5841,1
-0.558552,0.1420394,0.2873098,0,99.5316,1
-0.555688,0.1410447,0.2922681,0,98.80524,1
-0.5533387,0.1397589,0.2982566,0,97.67643,1
-0.5498326,0.1379906,0.3051836,0,98.81853,1
-0.5465354,0.1359595,0.3132573,0,98.36433,1
-0.5416712,0.1334942,0.3220942,0,99.78748,1
-0.5367053,0.1307588,0.3319647,0,98.86451,1
